Country name,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961
CAPE VERDE,123.7957816,122.6801489,121.7260546,120.992804,120.5245658,120.260794,120.0280397,119.5880893,118.7719603,117.5129032,115.8657568,113.9305211,111.8640199,109.7831266,107.733995,105.6903226,103.6133995,101.4367246,99.12580645,96.65111663,94.06947891,91.53176179,89.24119107,87.33498759,85.90794045,84.90248139,84.11513648,83.25483871,82.12555831,80.59925558,78.77344913,76.94590571,75.54143921,74.83647643,74.97096774,75.77245658,76.82605459,77.54739454,77.52183623,76.60024814,74.93002481,72.75880893,70.46898263,68.3439206,66.45508685,64.72655087,63.11935484,61.55086849,59.96501241,58.35955335,56.77866005,55.26674938,53.88337469
COSTA RICA,95.42040736,94.11075206,92.78652566,91.45485703,90.11797885,88.77224834,87.41139835,86.02610654,84.6088915,83.16365061,81.69104975,80.17704661,78.60336859,76.96020368,75.23960047,73.45446533,71.64159812,69.85125343,68.11980024,66.4624951,64.8708774,63.32878966,61.80922444,60.29281238,58.77783,57.27277712,55.7802781,54.30518997,52.85186056,51.42109283,50.01398355,48.63601645,47.29400705,45.99347826,44.73317665,43.51351351,42.34326283,41.23339209,40.18950255,39.21578535,38.30376028,37.43070897,36.56568743,35.68558559,34.78409714,33.86476694,32.92677242,31.97218958,31.00426949,30.02013318,29.02252252,28.0275754,27.05703094
CUBA,105.8401823,105.8902386,105.9381154,105.9918076,106.0581172,106.1288519,106.1788238,106.1834069,106.0886697,105.9427028,105.6947932,105.3870195,104.0546089,103.7096462,103.3666667,103.015987,102.6466387,102.2416946,101.7878305,101.2925791,100.7593203,100.1665829,99.48632216,98.70429236,97.80165736,96.79951583,95.77206704,94.82020484,94.0132216,93.37595903,92.87785847,92.46358473,92.05054004,91.57434823,91.02529795,90.40976723,89.69896648,88.86217877,87.88050279,86.73610801,85.43917132,84.03486034,82.58774674,81.14575419,79.73119181,78.33595903,76.94146182,75.51587523,74.04018622,72.50599628,70.93443203,69.37062384,67.8755121
CURAÇAO,346.4346847,342.536036,339.7072072,334.8986486,330.7027027,328.5585586,324.4504505,318.1058559,310.0405405,302.2342342,297.0653153,291.0022523,290.6463964,301.4864865,314.027027,325.3873874,330.981982,329.518018,326.8896396,325.7432432,324.9977477,324.1261261,325.231982,327.4774775,330.9391892,336.1576577,341.1171171,343.8333333,343.9436937,342.2072072,340.4481982,338.0653153,334.75,333.4256757,332.9977477,334.1013514,336.6193694,336.4842342,335.8761261,334.1238739,330.8828829,332.6801802,331.9572072,325.9887387,321.1283784,315.9864865,311.1261261,307.8423423,304.6531532,299.8828829,294.7297297,289.2207207,284.0653153
CAYMAN ISLANDS,243.4791667,239.875,235.8375,231.2875,226.1458333,220.4666667,214.4666667,208.4416667,202.5958333,197.0791667,191.8,186.425,180.4875,173.6875,165.875,157.2583333,148.3166667,139.7291667,131.9666667,125.2291667,119.3833333,114.175,109.2125,104.2041667,99.06666667,93.9125,88.92916667,84.39166667,80.47916667,77.2625,74.62916667,72.32083333,69.97916667,67.35,64.3625,61.09583333,57.66666667,54.25,50.99166667,47.89166667,44.9375,42.2375,39.92916667,38.1,36.79583333,35.96666667,35.49166667,35.175,34.87916667,34.57916667,34.28333333,33.925,33.44166667
CYPRUS,123.5028139,122.1854978,120.8347403,119.4464286,118.0252165,116.5680736,115.0535714,113.4538961,111.7517316,109.9372294,108.024026,106.0472944,104.0563853,102.0873377,100.1613636,98.27272727,96.39967532,94.50714286,92.5745671,90.60238095,88.61623377,86.65151515,84.75519481,82.96655844,81.28214286,79.70530303,78.28787879,77.09307359,76.15725108,75.51049784,75.11623377,74.86049784,74.58582251,74.17813853,73.59448052,72.86277056,72.02683983,71.16082251,70.31980519,69.51677489,68.73474026,67.96536797,67.19264069,66.40898268,65.59707792,64.77175325,63.99393939,63.34534632,62.87564935,62.62218615,62.54458874,62.520671,62.38041126
CZECH REPUBLIC,136.1423281,136.0971773,135.8892802,135.6086225,135.1965825,134.4285178,133.3181618,132.5424595,132.1669169,131.9842221,131.9269833,131.964747,132.2195548,132.7172641,133.0899444,133.2259997,133.3522842,133.4960657,133.6515206,133.7334929,133.6851948,133.5463052,133.4098356,133.7304905,134.089142,134.014184,133.9111945,133.8453087,133.7791899,133.6898279,133.6075579,133.490695,133.3064708,133.3530866,133.1997023,132.5494759,131.8332471,131.0461887,130.1749709,129.266973,128.4103274,127.7032742,127.1750356,127.5795393,128.0779086,127.8160476,127.5126052,127.1002977,126.5608645,125.8936715,125.1544584,124.5588197,124.0669212
GERMANY,231.399188,230.7506255,234.6731495,234.6069082,234.9396374,235.5221782,235.9433619,236.2251979,236.4646806,236.5921954,236.6164273,236.4515708,236.0273001,235.5968133,235.2577311,235.0787777,235.0229795,234.6524707,233.9674907,233.2741772,232.4597932,230.9300203,229.1808094,227.5170538,225.5643543,223.8267092,222.9539713,222.6117377,222.509876,223.0077192,223.7799158,224.3673302,224.5808352,224.2390399,223.774382,223.675479,223.8702317,224.3775957,225.341718,226.1834646,226.0953398,225.3843898,224.3085441,223.8973706,223.153788,221.3912124,220.4088334,219.4034056,217.5799702,215.7314954,214.0015267,212.0292842,210.1728067
DJIBOUTI,37.65884383,37.08593615,36.52484901,35.98084556,35.45578085,34.94823123,34.45599655,33.97515099,33.50237274,33.03606557,32.57484901,32.11535807,31.65366695,31.18580673,30.70112166,30.19508197,29.67631579,29.15836928,28.64534081,28.16190682,27.69197584,27.15155306,26.42748059,25.44969802,24.16410699,22.62264884,20.99029336,19.49706644,18.30142364,17.48183779,16.97338223,16.61708369,16.1795082,15.49814495,14.5159189,13.3039258,11.98231234,10.7295082,9.674029336,8.852329594,8.220880069,7.731837791,7.306902502,6.888136324,6.46622088,6.05949094,5.668723037,5.300517688,4.959577222,4.64124245,4.340897325,4.063848145,3.817903365
DOMINICA,96.004,95.57866667,95.20133333,94.88933333,94.66133333,94.51066667,94.39333333,94.25333333,94.056,93.76666667,93.41066667,93.07466667,92.88,92.90533333,93.20266667,93.72666667,94.34133333,94.86133333,95.156,95.16266667,94.94,94.63733333,94.46533333,94.57066667,94.98933333,95.65733333,96.49066667,97.36666667,98.18666667,98.95333333,99.66666667,100.224,100.5013333,100.4173333,99.89733333,98.98533333,97.88133333,96.864,96.12133333,95.748,95.66,95.64933333,95.42133333,94.768,93.616,92.056,90.24266667,88.40666667,86.71733333,85.228,83.89333333,82.64533333,81.38
DENMARK,132.334009,131.7834551,131.2885223,130.7490691,130.1695734,129.4749234,128.7164271,128.1468772,127.72642,127.3750412,127.046288,126.7011784,126.2970304,125.8452981,125.425383,125.0110535,124.5578836,124.0413387,123.3413387,122.7004478,122.2867782,121.8800377,121.5923095,121.2771644,121.080302,121.0076905,120.948903,120.8243039,120.6628362,120.6139453,120.6771354,120.7600283,120.8487966,120.8831288,120.7362199,120.4684447,120.0948549,119.7214067,119.4208638,119.0771064,118.5239792,117.8096767,117.137739,116.3265754,115.455747,114.8190465,114.1221147,113.225891,112.320321,111.4484777,110.561317,109.6938164,108.8432145
DOMINICAN REPUBLIC,215.3096233,212.6784147,210.0082368,207.3012624,204.5584644,201.7838369,198.9862376,196.1769247,193.3642798,190.550269,187.7342301,184.918481,182.1046772,179.2926531,176.4876035,173.686548,170.8711921,168.0167632,165.1069123,162.1349131,159.1100166,156.0517591,152.9881829,149.9405422,146.9166184,143.9138659,140.9312293,137.9641763,135.0102649,132.0695778,129.1469371,126.2496896,123.3871275,120.5652939,117.7880174,115.051697,112.3457575,109.6550083,106.968543,104.2834437,101.6029387,98.92969785,96.26868791,93.6241101,90.99807533,88.39124586,85.80513245,83.24114238,80.70165563,78.18936258,75.70910596,73.26819123,70.8754553
ALGERIA,16.46199585,16.15697137,15.85519914,15.56123674,15.27593356,14.99969644,14.73588343,14.48823717,14.25886243,14.04911745,13.85686179,13.67612628,13.49861782,13.31776306,13.13169993,12.94030205,12.74088104,12.53084216,12.30842283,12.07216111,11.82226439,11.56093906,11.2916032,11.01703293,10.73861799,10.45661197,10.17144944,9.883271474,9.592750258,9.300126378,9.007397113,8.71907429,8.440858784,8.176880768,7.928946485,7.696278771,7.477111691,7.268407551,7.067738712,6.875087541,6.690736184,6.512840192,6.339152049,6.168118686,5.998482622,5.830630128,5.6666878,5.509800398,5.362081503,5.224405267,5.095590199,4.973224617,4.853867341
ECUADOR,63.36720084,62.37825737,61.38863344,60.40051538,59.41546143,58.43292801,57.45046304,56.46441859,55.4724231,54.47371155,53.46998712,52.46433,51.46106056,50.46338782,49.47251973,48.4878966,42.62133001,41.74668039,40.87487357,40.00669701,39.14292371,38.28264702,37.4246135,36.56838968,35.71328565,34.86095217,34.01615012,33.18521529,32.37266652,31.58055556,30.80765424,30.05111617,29.3064586,28.5704089,27.842418,27.12360569,26.4143657,25.71552883,25.02779223,24.35131123,23.68608944,23.03255671,22.39122598,21.76262101,21.14700549,20.54484179,19.95712325,19.38503829,18.82950441,18.29087198,17.7691952,17.26469802,16.77749603
EGYPT,82.43144106,81.09083731,79.75535286,78.43257321,77.12594605,75.83698026,74.56886534,73.32437993,72.1057592,70.91394646,69.74983877,68.61511276,67.51136571,66.43888694,65.39532573,64.37735999,63.38245919,62.40754634,61.44798533,60.50717163,59.57886182,58.63751268,57.64989603,56.59411723,55.45959516,54.2580883,53.01808227,51.78061279,50.57667487,49.41525843,48.29157768,47.20617309,46.15566327,45.13734592,44.15224371,43.20234366,42.28606962,41.40088704,40.54351097,39.71469687,38.91082827,38.11886986,37.32202421,36.50838113,35.6728786,34.81882465,33.95330755,33.08761465,32.23060425,31.38463609,30.54895977,29.72589181,28.91745341
ERITREA,62.70430693,60.70219802,58.74110891,56.84315842,55.02860396,53.28874257,51.58263366,49.85184158,48.06005941,46.19328713,44.28250495,42.39184158,40.6099901,39.00344554,37.57805941,36.32029703,35.2510198,34.39008911,33.74071287,33.32606931,33.11510891,32.98928713,32.78929703,32.40161386,31.77827723,30.95148515,29.98731683,28.99041584,28.03855446,27.14855446,26.29890099,25.48446535,24.69054455,23.90739604,23.13724752,22.39044554,21.6739604,20.99637624,20.36329703,19.77775248,19.23685149,18.73265347,18.25370297,17.79120792,17.34247525,16.90839604,16.48812871,16.08174257,15.68916832,15.30915842,14.94058416,14.58382178,14.23977228
SPAIN,93.45995389,93.77116079,93.71029872,93.37790096,92.94896953,92.12932237,90.61490052,88.97614934,87.4654972,85.98480508,84.50881393,83.02251924,81.75399382,80.68780762,79.94207112,79.53129105,79.25359002,79.04490229,78.86235984,78.67805342,78.46668268,78.22309987,77.96541927,77.78799255,77.66993633,77.51851874,77.34827006,77.15765057,76.92378864,76.64299015,76.33187634,75.96765507,75.56271974,74.95752498,74.4707591,73.81439753,72.80708252,71.94074304,71.11407442,70.34384792,69.66479451,69.03578575,68.41345792,67.65883189,66.91154908,66.25542038,65.39466765,64.59480972,63.93671616,63.24621834,62.62085518,62.07404458,61.50556245
ESTONIA,31.09216796,31.20301958,31.31490918,31.41012031,31.48183534,31.5425808,31.62727058,31.77188016,31.95977825,32.14319415,32.33592828,32.53951404,32.7462845,32.95553197,32.56947393,32.70007077,33.01568766,33.39452701,33.89087049,34.50139184,35.24718094,36.1663364,36.83213022,37.01755131,36.99294645,36.84595423,36.61762208,36.33380514,36.06466148,35.82488795,35.59200283,35.34828969,35.09473933,34.84828969,34.63866478,34.44652041,34.21115829,33.96027365,33.71908469,33.45527247,33.16704411,32.85015334,32.48301486,32.08483133,31.73505544,31.4039632,31.11455532,30.87041755,30.53941967,30.12705827,29.6970276,29.29046945,28.90014154
ETHIOPIA,94.100756,91.728849,89.393063,87.095281,84.838032,82.62119,80.440708,78.290649,76.16724,74.066147,71.989666,69.948344,67.956866,66.024199,64.158887,62.353942,60.584273,58.815116,57.023519,55.199953,53.357867,46.79896276,45.18063851,43.63556312,42.17559037,40.79620436,39.4890109,38.23884559,37.03650227,35.87067212,34.74961853,33.70575204,32.78330972,32.00836421,31.39922252,30.93060945,30.53176385,30.10531789,29.58211444,28.93411262,28.18310082,27.3710545,26.56347775,25.80835513,25.11672207,24.47350227,23.8698238,23.28895277,22.71893824,22.15892916,21.61525613,21.09113896,20.59140236
FINLAND,17.89783145,17.81556155,17.73099477,17.64841066,17.56785456,17.48403751,17.39195633,17.31698399,17.22346761,17.16462129,17.11485604,17.07409304,17.03275879,16.99402147,16.95877737,16.91945894,16.87460192,16.82449522,16.76939492,16.70551561,16.63366164,16.55337339,16.46061919,16.37096096,16.29853574,16.23980104,16.19266227,16.14680062,16.09444171,16.02745658,15.9420434,15.84731278,15.75877081,15.69170032,15.64296267,15.60303359,15.55829804,15.51483634,15.4681375,15.39963229,15.31921928,15.23246659,15.14207295,15.12297515,15.1803572,15.18916905,15.12112676,15.0394596,14.98319708,14.93333005,14.85048426,14.74586493,14.64593388
FIJI,48.22468528,47.8785988,47.50525452,47.10229885,46.66004379,46.1877942,45.72479475,45.32348112,45.01828134,44.82731253,44.73037767,44.67635468,44.5922277,44.42512315,44.16294472,43.82134647,43.40985222,42.94729064,42.45139573,41.90826492,41.32036125,40.74110564,40.24132458,39.8652983,39.64723591,39.55703339,39.49611385,39.32638205,38.95254516,38.33574165,37.51625616,36.57465791,35.63032293,34.77044335,34.01954023,33.35216201,32.74526546,32.15774494,31.55949644,30.94614122,30.32889984,29.71050903,29.09693487,28.49091407,27.89594964,27.30634921,26.70558292,26.07164751,25.39047619,24.65528188,23.87564313,23.07476738,22.28527641
FRANCE,120.4246942,119.8945323,119.3365951,118.7513665,118.1665489,117.5605444,116.9059822,116.1853308,115.3786024,114.5106179,113.6711812,112.8690039,112.0517435,111.2396624,110.4806909,109.9140158,109.5097066,109.122955,108.737049,108.3445521,107.9414591,107.4741894,106.9406647,106.670615,106.130808,105.5650351,104.9787295,104.3804126,103.7777327,103.1654157,102.544486,101.9359383,101.3672909,100.8548193,100.4132452,100.0282779,99.65181001,99.21729253,98.67868896,98.0100061,97.22864641,96.38437376,95.55021495,94.77541155,94.08679684,93.45911908,92.82755686,92.09963913,91.21360895,90.14651202,88.93359887,87.6426933,86.37097811
FAROE ISLANDS,35.43624642,35.46275072,35.49498567,35.51647564,35.53008596,35.53080229,35.49713467,35.39684814,35.21275072,34.94412607,34.60458453,34.20558739,33.76432665,33.3030086,32.79942693,32.27077364,31.81446991,31.56017192,31.58954155,31.95487106,32.6017192,33.36676218,34.02292264,34.40616046,34.45916905,34.23280802,33.80659026,33.31017192,32.83667622,32.40616046,31.99212034,31.59383954,31.20272206,30.80945559,30.42120344,30.04727794,29.68982808,29.35100287,29.03223496,28.73638968,28.46060172,28.19484241,27.9247851,27.64111748,27.33810888,27.01862464,26.68911175,26.36389685,26.04799427,25.74928367,25.46561605,25.18123209,24.8782235
"MICRONESIA, FEDERATED STATES OF",147.9271429,147.7071429,147.7485714,148.0271429,148.5471429,149.2828571,150.1385714,150.98,151.7114286,152.25,152.5942857,152.8328571,153.1,153.4714286,154.0114286,154.6228571,155.0085714,154.7742857,153.6514286,151.51,148.4814286,144.8742857,141.1428571,137.6157143,134.4157143,131.4571429,128.6057143,125.64,122.4128571,118.9171429,115.2542857,111.51,107.8028571,104.2385714,100.7857143,97.45857143,94.44285714,91.98,90.20857143,89.25285714,88.98428571,88.99714286,88.72428571,87.76142857,85.95285714,83.43428571,80.46285714,77.43,74.62571429,72.11857143,69.82142857,67.69571429,65.65142857
GABON,6.487798347,6.335902511,6.186339116,6.039593278,5.895738736,5.754814297,5.617215819,5.483397369,5.353611208,5.228101836,5.106609229,4.988233011,4.871731284,4.756188148,4.641281484,4.52720534,4.414219738,4.302782629,4.193258819,4.085737571,3.980125742,3.876365118,3.774358676,3.674090891,3.575557884,3.478980867,3.384786743,3.293569294,3.205747662,3.121508131,3.040815772,2.963631777,2.889835837,2.819319284,2.751938526,2.687681919,2.626727985,2.569317344,2.515519851,2.465626577,2.419276594,2.375092172,2.331245391,2.286509877,2.240233632,2.193037606,2.146536267,2.103058175,2.064272131,2.030643847,2.001637754,1.97674545,1.955066558
UNITED KINGDOM,264.9806928,263.3005415,261.4761212,259.4401893,257.4144174,255.4747034,253.4719258,251.5058901,249.6639772,247.9556277,246.5489067,245.4035423,244.366854,243.4279089,242.5596908,241.7523292,241.0488736,240.4288431,239.8174265,239.1838342,238.5756789,238.0043897,237.3616211,236.6287191,235.9224197,235.3090853,234.7871285,234.288414,233.746406,233.2165172,232.8477163,232.7683255,232.8517712,232.7707023,232.4926673,232.2841483,232.2716984,232.3480676,232.4052412,232.4224941,232.2759765,231.8276568,231.0429587,230.0799818,229.1644277,228.2135328,227.1053611,225.8855867,224.6436986,223.2050593,221.7583599,220.104989,218.2449469
GEORGIA,78.32499388,78.5664299,78.43783897,77.90335561,77.17029987,76.69617551,76.77665419,76.94460968,76.30427937,75.55022919,75.73568004,76.22729977,76.74166346,77.29976556,77.898107,78.50694566,79.28199027,80.76034851,82.82305189,85.0554603,85.92148081,85.26365513,84.60582946,84.01273662,84.0354806,83.81503901,82.98925785,82.30693866,81.57913153,80.86707023,80.17950243,79.47793835,78.80786592,78.16403653,77.50796039,76.93936107,76.49147976,75.97186746,75.42601211,74.87140908,74.22408062,73.57325309,70.14591133,69.4181042,71.38633262,70.7215088,70.08292802,69.3988593,68.6098184,67.71230624,66.76405752,65.78781623,64.79582911
GHANA,113.8463479,111.4813308,109.082825,106.6313659,104.1202997,101.565171,98.99647974,96.45679441,93.97923003,91.56857695,89.22249275,86.95748879,84.79121034,82.73285576,80.79591281,78.9699833,77.21042894,75.4555287,73.66144854,71.80837655,69.90975213,67.9954953,66.11168586,64.2906434,62.55166564,60.88235475,59.24671267,57.59258152,55.88857783,54.10831063,52.27978377,50.49082799,48.86231871,47.47515602,46.37069966,45.50784477,44.78422255,44.05264129,43.20838534,42.21005098,41.09293311,39.92149512,38.7950646,37.78295245,36.90563417,36.13076382,35.41192318,34.68046937,33.8874967,33.02061176,32.09837391,31.14045003,30.17834227
GIBRALTAR,,,,2924.4,2925.7,2928.7,2929.6,2923.7,2907.5,2879.3,2841,2798.9,2761.5,2734.8,2721.4,2718.8,2723.1,2727.9,2728.3,2723.3,2714.5,2703.2,2692.1,2683,2675.7,2669.7,2665,2662,2660.8,2661.9,2664.7,2666.7,2664.8,2656.5,2640.6,2618.2,2592,2566.3,2544,2526.2,2511.7,2498.5,2483.8,2465.4,2443.1,2417.8,2389.4,2358.2,2324.8,2288.5,2250.1,2212.2,2178.6
GUINEA,47.79907618,46.60293423,45.42377503,44.26189565,43.11105323,41.97736448,40.88786831,39.87857317,38.97253378,38.17198844,37.45963292,36.81323458,36.20117614,35.59387921,35.00289354,34.41812225,33.76395084,32.94298795,31.89472977,30.5797371,29.04163275,27.40616148,25.84958489,24.49989012,23.40412258,22.5293749,21.82593602,21.21017418,20.62113788,20.04585707,19.50706088,19.02017337,18.610923,18.2951286,18.07334364,17.92866678,17.83829155,17.77156927,17.70411851,17.6290127,17.54499837,17.44068859,17.30476152,17.13007081,16.9090713,16.64426583,16.35172554,16.05479,15.77081638,15.50516441,15.2542406,15.01571301,14.78421781
GAMBIA,182.7356719,176.9985178,171.4393281,166.0711462,160.9023715,155.9272727,151.1270751,146.4747036,141.9514822,137.5428854,133.2557312,129.1172925,125.1670949,121.4291502,117.8995059,114.5524704,111.362253,108.2934783,105.3108696,102.4288538,99.62865613,96.80494071,93.82203557,90.59397233,87.06976285,83.30632411,79.45988142,75.75079051,72.34110672,69.27835968,66.52470356,64.05158103,61.79970356,59.72045455,57.82164032,56.10948617,54.52796443,53.0048419,51.48913043,49.95177866,48.40513834,46.89110672,45.4736166,44.1979249,43.06324111,42.04634387,41.14051383,40.33418972,39.61116601,38.98735178,38.44565217,37.89772727,37.22687747
GUINEA-BISSAU,60.60650782,59.15924609,57.76059744,56.42332859,55.15309388,53.94452347,52.78581081,51.65928165,50.55174253,49.4591394,48.38403272,47.32748933,46.29260313,45.28136558,44.29338549,43.32631579,42.37809388,41.44612376,40.52869844,39.62478663,38.73524182,37.8624111,37.00985064,36.18012091,35.37752489,34.60231152,33.84836415,33.10675676,32.37325747,31.63556188,30.9,30.20263158,29.59249644,29.09957326,28.75035562,28.52151494,28.33310811,28.07439545,27.67055477,27.08438834,26.35241821,25.56319346,24.84466572,24.28755334,23.91963016,23.70700569,23.60309388,23.53524182,23.44836415,23.33058321,23.19274538,23.02887624,22.83719772
EQUATORIAL GUINEA,26.98802139,26.24941176,25.5257041,24.81878788,24.13016043,23.45900178,22.80278075,22.15746881,21.52042781,20.89065954,20.26923351,19.65771836,19.05853832,18.47340463,17.90263815,17.34552585,16.80171123,16.27055258,15.7514795,15.24074866,14.73750446,14.24688057,13.77604278,13.32802139,12.91818182,12.54103387,12.15479501,11.70249554,11.15051693,10.47504456,9.708128342,8.940320856,8.296185383,7.864135472,7.668770053,7.679251337,7.858752228,8.147130125,8.493297683,8.897219251,9.353868093,9.800071301,10.1572549,10.37094474,10.41048128,10.29240642,10.06930481,9.820677362,9.605240642,9.438253119,9.304456328,9.195721925,9.094474153
GREECE,85.55119472,86.05718386,86.29335144,86.52795966,86.78886734,86.7838557,86.60203258,86.33007758,86.05828549,85.76981381,85.47962762,85.21119472,84.96325834,84.69730023,84.4265322,84.05647789,83.60359969,83.08124903,82.50104732,81.86993794,81.19106284,80.44892164,79.56782002,78.79675718,78.27384019,77.86643134,77.58413499,77.32515904,77.06982157,76.77114818,76.38965865,75.94657099,75.47982933,74.80608999,74.0749263,73.15716835,72.21473235,71.28122576,70.18262995,69.52693561,69.27141971,68.95754849,68.51075252,68.21416602,68.05868115,67.81043445,67.37073701,66.82429015,66.33307215,66.02349884,65.78452289,65.54098526,65.15166796
GRENADA,311.4617647,310.2441176,309.0411765,307.8735294,306.7529412,305.6823529,304.6647059,303.7058824,302.7970588,301.9264706,301.0852941,300.2911765,299.5558824,298.8823529,298.3558824,297.9470588,297.4264706,296.4588235,294.8617647,292.3617647,289.1235294,285.8852941,283.6911765,283.1941176,284.9147059,288.4205882,292.2970588,294.5470588,293.8441176,289.5294118,282.2970588,273.7970588,266.3970588,261.7764706,260.5029412,261.9705882,265.2558824,268.9264706,271.9205882,273.9735294,275.3794118,276.2852941,277,277.7352941,278.4764706,279.0441176,279.3,279.0529412,278.1735294,276.6647059,274.5705882,271.8352941,268.4117647
GREENLAND,0.137612377,0.138409063,0.138603971,0.138640517,0.137222561,0.137234742,0.137787794,0.138321355,0.138713607,0.138655135,0.138299427,0.137919357,0.137288342,0.13692289,0.136679254,0.136679254,0.136435619,0.163593796,0.163301141,0.162423178,0.161545215,0.161837869,0.162423178,0.162715833,0.161837869,0.160374598,0.158326017,0.156570091,0.155692128,0.154228856,0.152472929,0.150717003,0.149253731,0.146912496,0.14515657,0.143985953,0.144571261,0.145449224,0.14515657,0.144863916,0.143400644,0.141352063,0.138132865,0.13579163,0.131401814,0.127011999,0.122622183,0.118525022,0.114720515,0.110038045,0.106526193,0.102429031,0.098624524
GUATEMALA,144.3467992,140.7505692,137.2394364,133.833296,130.5430011,127.3638205,124.2808044,121.270754,118.3176465,115.4143337,112.568449,109.7959873,107.1200448,104.5556458,102.108184,99.76754386,97.51433371,95.32122994,93.16779582,91.04514744,88.95623367,86.90663494,84.90680291,82.9631299,81.07726764,79.24219858,77.44559537,75.67098731,73.90699888,72.14641657,70.39327174,68.66116088,66.9699888,65.33315603,63.75684024,62.23380926,60.74802165,59.27653975,57.80345278,56.32277902,54.84134005,53.37173386,51.93263345,50.53766331,49.19046286,47.88695409,46.62373087,45.39469018,44.19523143,43.02439343,41.88343598,40.77223778,39.69109742
GUAM,305.7851852,301.5,297.8851852,295.2592593,293.7425926,293.1666667,293.2055556,293.387037,293.3351852,292.9518519,292.2648148,291.187037,289.6611111,287.6444444,285.0944444,281.9907407,278.3444444,274.1851852,269.5592593,264.4555556,258.9259259,253.1407407,247.3203704,241.6333333,236.1574074,230.8833333,225.7851852,220.8,215.8814815,211.0388889,206.3055556,201.687037,197.1962963,192.8351852,188.6037037,184.4962963,180.5111111,176.6407407,172.8777778,169.2240741,165.6722222,162.1944444,158.7555556,155.3333333,151.9296296,148.5537037,145.2018519,141.8722222,138.5685185,135.2740741,132.0166667,128.9018519,126.0611111
GUYANA,4.062042164,4.040482601,4.017688595,3.993528067,3.967767336,3.940762002,3.913675387,3.888072136,3.86504445,3.845257811,3.828356617,3.813202946,3.798105156,3.781920244,3.764521209,3.746639573,3.729027178,3.712801626,3.698938278,3.687269495,3.677998476,3.672887986,3.674163068,3.683225806,3.70018796,3.723937008,3.753004826,3.785283211,3.818745237,3.853594107,3.888808738,3.919715519,3.940370841,3.946797054,3.936083312,3.90976378,3.873756668,3.836631953,3.804302769,3.782136139,3.762091404,3.741019775,3.710396014,3.664358701,3.601016725,3.523211835,3.435570129,3.344898582,3.256270652,3.171135174,3.088444919,3.007803365,2.928046363
HONG KONG,6845.238095,6813.904762,6734.857143,6689.714286,6640.761905,6626.47619,6586.952381,6530.571429,6488.761905,6460.47619,6410.285714,6422.952381,6394.571429,6347.619048,6291.904762,6232.095238,6180.285714,6129.047619,5862.952381,6096.363636,5960.606061,5859.090909,5810.10101,5762.121212,5743.636364,5684.444444,5646.969697,5580.40404,5511.313131,5452.424242,5399.090909,5317.676768,5183.4,5063.1,4929.7,4667.5,4583.7,4473.267327,4417.425743,4249.215686,4158.431373,4042.745098,3965.980392,3881.372549,3788.137255,3728.137255,3649.803922,3558.72549,3527.352941,3435.882353,3353.823529,3240.392157,3105.980392
HONDURAS,72.37186522,70.92542676,69.50280633,68.11336134,66.76060416,65.44255966,64.15618911,62.89595138,61.65720797,60.43816248,59.23827867,58.05524176,56.88658504,55.729386,54.58383234,53.44670659,52.30779337,51.15416034,49.9770757,48.77280365,47.54527661,46.30336938,45.0601573,43.82602556,42.603995,41.39400304,40.1997855,39.02487264,37.87217803,36.74523192,35.64575923,34.57247296,33.52265618,32.49496827,31.48877469,30.50694432,29.55567969,28.64313165,27.77491286,26.95153276,26.17026544,25.42909107,24.72468496,24.05316829,23.41597998,22.80990258,22.22082402,21.63047636,21.02633837,20.40185897,19.76176602,19.11884887,18.49213513
CROATIA (LOCAL NAME: HRVATSKA),76.04896355,76.2608649,76.49431737,78.94533595,79.14721229,79.24424589,79.27090779,79.34238742,79.37812723,79.32451751,79.41334287,79.41334287,79.41334287,79.16294044,81.45233411,80.50438204,81.67202572,80.27867095,83.50921123,83.16937936,82.99052048,79.94991951,80.66535503,85.4945448,85.26202826,85.08316938,84.77910928,84.4571633,84.08155965,83.705956,83.33035235,82.90109104,82.41817206,82.0604543,81.7563942,81.48810588,81.05884457,81.0230728,80.73689859,80.43283849,80.09300662,79.71740297,79.32391343,78.89465212,78.46539081,78.05401538,77.60686818,77.14183509,76.676802,76.18815954,75.68248972,75.15836165,74.61405831
HAITI,374.3636067,369.1500363,364.0371553,359.0856313,354.3234035,349.7189768,345.2000726,340.6619013,336.0260885,331.2747823,326.4234035,321.4671626,316.4095428,311.2566763,305.999238,300.6418723,295.2239478,289.7989115,284.4064224,279.063897,273.7656749,268.5000726,263.2453556,257.9867925,252.7363208,247.5072569,242.2890784,237.0666183,231.836865,226.5928157,221.3613208,216.2144412,211.2472424,206.5290639,202.078701,197.8803338,193.92373,190.1854136,186.6406023,183.2958273,180.137627,177.0950653,174.0759797,171.0135704,167.8783382,164.6838897,161.4607402,158.2600871,155.1210087,152.0490566,149.0345428,146.0840348,143.2026851
